Gene symbol	Fold Change	Log fold change	Adjusted p-value	Description
SERPINA3M	1	0	9.910E-01	Transcribed locus, weakly similar to XP_001098128.1 corticosteroid binding globulin isoform 2 [Maca
CSN3	1	0	9.943E-01	
ADFP	1	0	9.943E-01	
RBM22	1	0	9.900E-01	Transcribed locus
TNFSF15	1	0	9.856E-01	Tumor necrosis factor (ligand) superfamily, member 15
VNN1	1	0	9.936E-01	Vanin 1
GPR113	1	0	9.924E-01	G protein-coupled receptor 113
1700128F08Rik	1	0	9.927E-01	
B020006M18RIK	1	0	9.883E-01	
4930578C19RIK	1	0	9.924E-01	
SLC10A1	1	0	9.979E-01	Solute carrier family 10 (sodium/bile acid cotransporter family), member 1
ART5	1	0	9.927E-01	ADP-ribosyltransferase 5
SNAI1	1	0	9.922E-01	Snail homolog 1 (Drosophila)
MAGEB1	1	0	9.895E-01	Melanoma antigen, family B, 1
ITFG1	1	0	9.893E-01	
BST1	1	0	9.971E-01	Bone marrow stromal cell antigen 1
OTTMUSG00000013918	1	0	9.949E-01	
TUBB1	1	0	9.889E-01	Tubulin, beta 1
LGALS7	1	0	9.955E-01	
LOC238829	1	0	9.960E-01	
SYT17	1	0	9.971E-01	Synaptotagmin XVII
PRP15	1	0	9.943E-01	
CDRT4	1	0	9.913E-01	
PKD1L2	1	0	9.911E-01	Polycystic kidney disease 1 like 2
KIR3DL2	1	0	9.894E-01	Killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 2
1700067P10RIK	1	0	9.903E-01	RIKEN cDNA 1700067P10 gene
KCNG3	1	0	9.987E-01	Potassium voltage-gated channel, subfamily G, member 3
HAMP2	1	0	9.926E-01	
AA986860	1	0	9.946E-01	
OLFR708	1	0	9.926E-01	
TTC16	1	0	9.955E-01	
ABPZ	1	0	9.911E-01	
EBF2	1	0	9.949E-01	Early B-cell factor 2
AKR1B8	1	0	9.901E-01	Aldo-keto reductase family 1, member B8
SFTPC	1	0	9.924E-01	
GPR4	1	0	9.889E-01	G protein-coupled receptor 4
TAS1R2	1	0	9.928E-01	Taste receptor, type 1, member 2
6530406M24RIK	1	0	9.946E-01	
AASDHPPT	1	0	9.928E-01	Aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
OLFR324	1	0	9.949E-01	Olfactory receptor 324
LMBRD2	1	0	9.951E-01	LMBR1 domain containing 2
CTNNA3	1	0	9.924E-01	Catenin (cadherin associated protein), alpha 3
CPOX	1	0	9.949E-01	Coproporphyrinogen oxidase
BC062109	1	0	9.971E-01	
TXNDC2	1	0	9.924E-01	Thioredoxin domain containing 2 (spermatozoa)
LHFPL1	1	0	9.912E-01	Lipoma HMGIC fusion partner-like 1
CHODL	1	0	9.949E-01	Transcribed locus
G6PC	1	0	9.946E-01	Glucose-6-phosphatase, catalytic
FHIT	1	0	9.971E-01	Fragile histidine triad gene
TMIGD1	1	0	9.927E-01	Transmembrane and immunoglobulin domain containing 1
ZFP40	1	0	9.967E-01	
2610002M06RIK	1	0	9.971E-01	RIKEN cDNA 2610002M06 gene
BC050210	1	0	9.946E-01	
PNLIPRP2	1	0	9.948E-01	Pancreatic lipase-related protein 2
GM609	1	0	9.971E-01	Gene model 609, (NCBI)
RBED1	1	0	9.987E-01	
FDX1	1	0	9.932E-01	Ferredoxin 1
LOC380994	1	0	9.971E-01	
D930014E17RIK	1	0	9.970E-01	
1810010M01RIK	1	0	9.927E-01	
1700017N19RIK	1	0	9.968E-01	RIKEN cDNA 1700017N19 gene
1700019L03RIK	1	0	9.934E-01	RIKEN cDNA 1700019L03 gene
OLFR811	1	0	9.945E-01	Olfactory receptor 811
MEP1B	1	0	9.959E-01	Meprin 1 beta
PLA2G2F	1	0	9.960E-01	Phospholipase A2, group IIF
OLFR1226	1	0	9.949E-01	Olfactory receptor 1226
B430306N03RIK	1	0	9.967E-01	
5730470L24RIK	1	0	9.960E-01	
TTLL8	1	0	9.967E-01	RIKEN cDNA 1700019P01 gene
MYBPC2	1	0	9.942E-01	Myosin binding protein C, fast-type
KCTD18	1	0	9.961E-01	Transcribed locus
CASZ1	1	0	9.960E-01	Castor homolog 1, zinc finger (Drosophila)
CTTN	1	0	9.971E-01	Transcribed locus
GM128	1	0	9.971E-01	Gene model 128, (NCBI)
MILL1	1	0	9.961E-01	MHC I like leukocyte 1
CCDC52	1	0	9.967E-01	
MRRF	1	0	9.987E-01	Mitochondrial ribosome recycling factor
PHF21A	1	0	9.971E-01	
4930415L06RIK	1	0	9.971E-01	
APOL7C	1	0	9.970E-01	Apolipoprotein L, 3-like
ASB10	1	0	9.987E-01	Ankyrin repeat and SOCS box-containing protein 10
VMN2R42	1	0	9.970E-01	Vomeronasal 2, receptor 42
BC023105	1	0	9.971E-01	
OLFR550	1	0	9.955E-01	Olfactory receptor 550
LOC435565	1	0	9.970E-01	
OLFR592	1	0	9.970E-01	Olfactory receptor 592
ZFP438	1	0	9.970E-01	Zinc finger protein 438
INVS	1	0	9.971E-01	Inversin
HIPK4	1	0	9.970E-01	Homeodomain interacting protein kinase 4
CLDND2	1	0	9.979E-01	
OLFR1197	1	0	9.971E-01	Olfactory receptor 1197
NHLH2	1	0	9.971E-01	Nescient helix loop helix 2
CD19	1	0	9.987E-01	CD19 antigen
LOC100045268	1	0	9.970E-01	
SNX31	1	0	9.971E-01	RIKEN cDNA 4631426E05 gene
2210023G05RIK	1	0	9.970E-01	
LRRC42	1	0	9.960E-01	Leucine rich repeat containing 42
C130050O18RIK	1	0	9.971E-01	
LAO1	1	0	9.971E-01	L-amino acid oxidase 1
BC094916	1	0	9.971E-01	
TUBB3	1	0	9.973E-01	Tubulin, beta 3
RBP4	1	0	9.976E-01	
PLA2G1B	1	0	9.971E-01	Phospholipase A2, group IB, pancreas
F7	1	0	9.970E-01	Coagulation factor VII
4921528I01RIK	1	0	9.971E-01	
CDC14A	1	0	9.971E-01	
MS4A6C	1	0	9.975E-01	
CLDN19	1	0	9.971E-01	Claudin 19
TGM4	1	0	9.973E-01	Transglutaminase 4 (prostate)
DPPA1	1	0	9.971E-01	Developmental pluripotency associated 1
4933400A11Rik	1	0	9.971E-01	
DSCC1	1	0	9.979E-01	RIKEN cDNA 2600005O03 gene
APOH	1	0	9.971E-01	
GPR143	1	0	9.976E-01	G protein-coupled receptor 143
REX2	1	0	9.971E-01	Reduced expression 2
KRT4	1	0	9.984E-01	Keratin 4
BMYC	1	0	9.987E-01	
GABRG3	1	0	9.974E-01	
F2	1	0	9.987E-01	
MAFA	1	0	9.987E-01	V-maf musculoaponeurotic fibrosarcoma oncogene family, protein A (avian)
ABRA	1	0	9.988E-01	
HIST1H1E	1	0	9.984E-01	
V1RB6	1	0	9.984E-01	
OLFR412	1	0	9.987E-01	Olfactory receptor 412
A530064D06RIK	1	0	9.987E-01	RIKEN cDNA A530064D06 gene
CHRNG	1	0	9.991E-01	Cholinergic receptor, nicotinic, gamma polypeptide
FPR3	1	0	9.987E-01	
A730027B03RIK	1	0	9.990E-01	
CCDC7	1	0	9.987E-01	Coiled-coil domain containing 7
FATE1	1	0	9.987E-01	fetal and adult testis expressed 1
VIL1	1	0	9.987E-01	
CEACAM9	1	0	9.991E-01	CEA-related cell adhesion molecule 9
SLCO6C1	1	0	9.987E-01	Solute carrier organic anion transporter family, member 6c1
8030462N17RIK	1	0	9.991E-01	
GM732	1	0	9.988E-01	Gene model 732, (NCBI)
AMPD3	1	0	9.988E-01	AMP deaminase 3
OLFR1370	1	0	9.988E-01	Olfactory receptor 1370
TCP11L2	1	0	9.994E-01	
SLC28A3	1	0	9.994E-01	Solute carrier family 28 (sodium-coupled nucleoside transporter), member 3
ARHGAP28	1	0	9.994E-01	Rho GTPase activating protein 28
HHAT	1	0	9.995E-01	Transcribed locus
PAX8	1	0	9.995E-01	
EGFLAM	1	0	9.997E-01	EGF-like, fibronectin type III and laminin G domains
KANK3	1	0	9.999395E-01	Ankyrin repeat domain 47
AGPAT9	1	0	9.998751E-01	Transcribed locus
OLFR281	1	0	9.994E-01	Olfactory receptor 281
FOXR1	1	0	9.995E-01	Forkhead box R1
OTTMUSG00000005148	1	0	9.994E-01	
OLFR1029	1	0	9.991E-01	Olfactory receptor 1029
G6PD2	1	0	9.995E-01	Glucose-6-phosphate dehydrogenase 2
CLCA1	1	0	9.993E-01	Chloride channel calcium activated 1
EG574082	1	0	9.988E-01	
BC038925	1	0	9.995E-01	
VNN3	1	0	9.994E-01	Vanin 3
OLFR55	1	0	9.987E-01	Olfactory receptor 55
TACC2	1	0	9.995E-01	Transforming, acidic coiled-coil containing protein 2
COL1A1	1	0	9.991E-01	Collagen, type I, alpha 1
TMEM26	1	0	9.987E-01	Transmembrane protein 26
CYP3A11	1	0	9.987E-01	
FOXA2	1	0	9.987E-01	Forkhead box A2
BC049730	1	0	9.987E-01	CDNA sequence BC049730
LOC672215	1	0	9.994E-01	
HSCB	1	0	9.987E-01	
PTPN3	1	0	9.987E-01	Protein tyrosine phosphatase, non-receptor type 3
SLFN3	1	0	9.987E-01	
OLFR285	1	0	9.979E-01	Olfactory receptor 257
ZBTB41	1	0	9.991E-01	
ALG13	1	0	9.987E-01	
ERO1L	1	0	9.971E-01	ERO1-like (S. cerevisiae)
USP27X	1	0	9.987E-01	
TTPA	1	0	9.974E-01	Tocopherol (alpha) transfer protein
CLEC4E	1	0	9.987E-01	Transcribed locus
2310031L18RIK	1	0	9.979E-01	
IL22RA1	1	0	9.987E-01	Interleukin 22 receptor, alpha 1
1110004E09RIK	1	0	9.987E-01	
SLIT3	1	0	9.987E-01	Slit homolog 3 (Drosophila)
LILRB4	1	0	9.979E-01	
A530099J19RIK	1	0	9.987E-01	RIKEN cDNA A530099J19 gene
6720460F02RIK	1	0	9.971E-01	
OLFR177	1	0	9.971E-01	Olfactory receptor 176
OLFR1290	1	0	9.987E-01	Olfactory receptor 1290
MTMR3	1	0	9.990E-01	Similar to Myotubularin related protein 3
LOC100045413	1	0	9.971E-01	
V1RE10	1	0	9.971E-01	
WDR40B	1	0	9.971E-01	
9530027K23RIK	1	0	9.971E-01	
JMJD1B	1	0	9.971E-01	
ELL3	1	0	9.971E-01	Elongation factor RNA polymerase II-like 3
OLFR1410	1	0	9.971E-01	Olfactory receptor 1410
KCNE3	1	0	9.971E-01	
ZFP105	1	0	9.971E-01	Zinc finger protein 105
SCD4	1	0	9.968E-01	Stearoyl-coenzyme A desaturase 4
GLI1	1	0	9.980E-01	GLI-Kruppel family member GLI1
VTCN1	1	0	9.958E-01	V-set domain containing T cell activation inhibitor 1
IQCF4	1	0	9.958E-01	IQ motif containing F4
SLC6A20B	1	0	9.987E-01	
HADHSC	1	0	9.971E-01	
LOC328699	1	0	9.949E-01	
LOC100044599	1	0	9.971E-01	
LY6G6C	1	0	9.971E-01	
OLFR791	1	0	9.958E-01	Olfactory receptor 791
CLINT1	1	0	9.960E-01	Clathrin interactor 1
V1RG9	1	0	9.971E-01	
V1RG12	1	0	9.971E-01	
BC014805	1	0	9.960E-01	
CEBPZ	1	0	9.953E-01	CCAAT/enhancer binding protein zeta
AADAT	1	0	9.954E-01	Aminoadipate aminotransferase
MLC1	1	0	9.956E-01	Megalencephalic leukoencephalopathy with subcortical cysts 1 homolog (human)
4932702K14RIK	1	0	9.971E-01	
FSHR	1	0	9.974E-01	Follicle stimulating hormone receptor
CPNE1	1	0	9.971E-01	RNA binding motif protein 12
EPHA6	1	0	9.967E-01	Eph receptor A6
SULT3A1	1	0	9.971E-01	Sulfotransferase family 3A, member 1
CD200R1	1	0	9.971E-01	Transcribed locus
ZFP583	1	0	9.971E-01	Zinc finger protein 583
KCNE4	1	0	9.956E-01	Potassium voltage-gated channel, Isk-related subfamily, gene 4
LMOD2	1	0	9.955E-01	Leiomodin 2 (cardiac)
TIFAB	1	0	9.960E-01	CDNA sequence BC027057
PDCD1LG2	1	0	9.924E-01	
SLC26A11	1	0	9.970E-01	Transcribed locus
CDX1	1	0	9.971E-01	Caudal type homeo box 1
OLFR452	1	0	9.943E-01	Olfactory receptor 452
SLC5A10	1	0	9.971E-01	Solute carrier family 5 (sodium/glucose cotransporter), member 10
AGXT2	1	0	9.927E-01	Alanine-glyoxylate aminotransferase 2
LOC100044292	1	0	9.960E-01	
KLF1	1	0	9.917E-01	Kruppel-like factor 1 (erythroid)
1700023E05RIK	1	0	9.960E-01	RIKEN cDNA 1700023E05 gene
DVL3	1	0	9.987E-01	Dishevelled 3, dsh homolog (Drosophila)
RPS23	1	0	9.927E-01	Predicted gene, EG667423
1700013B16RIK	1	0	9.943E-01	
CCBE1	1	0	9.948E-01	Transcribed locus
UCKL1	1	0	9.927E-01	Uridine-cytidine kinase 1-like 1
PRSS29	1	0	9.947E-01	Protease, serine, 29
XIST	1	0	9.946E-01	X inactive specific transcript (non-protein coding)
RGS20	1	0	9.943E-01	Regulator of G-protein signaling 20
EHMT1	1	0	9.971E-01	Euchromatic histone methyltransferase 1
TAAR8C	1	0	9.924E-01	Trace amine-associated receptor 8C
ADAM30	1	0	9.924E-01	A disintegrin and metallopeptidase domain 30
DMGDH	1	0	9.928E-01	Dimethylglycine dehydrogenase precursor
LEFTY2	1	0	9.923E-01	Left-right determination factor 2
DUSP3	1	0	9.976E-01	Dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related)
SPIC	1	0	9.956E-01	
DISC1	1	0	9.971E-01	Disrupted in schizophrenia 1
ENSMUSG00000033219	1	0	9.946E-01	
TMEM92	1	0	9.987E-01	Transmembrane protein 92
IFNA6	1	0	9.971E-01	Interferon alpha 6
STRA8	1	0	9.845E-01	Stimulated by retinoic acid gene 8
OLFR1176	1	0	9.924E-01	Olfactory receptor 1176
OLFR918	1	0	9.899E-01	Olfactory receptor 918
CCDC104	1	0	9.971E-01	Transcribed locus
1110031B11RIK	1	0	9.924E-01	
KLK1B21	1	0	9.902E-01	
PDCL2	1	0	9.979E-01	Phosducin-like 2
MGC118210	1	0	9.906E-01	
LOC100042018	1	0	9.885E-01	
MID2	1	0	9.901E-01	Midline 2
OLFR1129	1	0	9.863E-01	Olfactory receptor 1129
SYNCRIP	1	0	9.971E-01	Synaptotagmin binding, cytoplasmic RNA interacting protein
OLFR1284	1	0	9.900E-01	Olfactory receptor 1284
LOC100044452	1	0	9.891E-01	
2310009E04RIK	1	0	9.936E-01	
MCOLN3	1	0	9.891E-01	Mucolipin 3
ZIK1	1	0	9.885E-01	Zinc finger protein interacting with K protein 1
ZFP750	1	0	9.877E-01	Zinc finger protein 750
MRS2	1	0	9.839E-01	MRS2-like, magnesium homeostasis factor (S. cerevisiae)
OLFR1158	1	0	9.927E-01	Olfactory receptor 1158
FOXE3	1	0	9.916E-01	Forkhead box E3
PFKFB3	1	0	9.926E-01	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
EFHC2	1	0	9.956E-01	EF-hand domain (C-terminal) containing 2
PKD2L2	1	0	9.917E-01	Polycystic kidney disease 2-like 2
CALCB	1	0	9.890E-01	Calcitonin-related polypeptide, beta
THBS4	1	0	9.943E-01	Thrombospondin 4
PCDHB18	1	0	9.856E-01	Protocadherin beta 18
CXCL17	1	0	9.891E-01	CDNA sequence BC024561
LOC100044159	1	0	9.987E-01	
2210010C04RIK	1	0	9.901E-01	RIKEN cDNA 2210010C04 gene
1700123D08RIK	1	0	9.949E-01	
H2-M10.2	1	0	9.924E-01	Histocompatibility 2, M region locus 10.2
CCNB3	1	0	9.856E-01	Cyclin B3
TLE3	1	0	9.927E-01	Transcribed locus
OLFR1241	1	0	9.839E-01	Olfactory receptor 1241
ORC2L	1	0	9.864E-01	
LOC384569	1	0	9.856E-01	
GCM2	1	0	9.929E-01	Glial cells missing homolog 2 (Drosophila)
OLFR976	1	0	9.937E-01	Olfactory receptor 976
GFRA1	1	0	9.895E-01	Transcribed locus
HDGFL1	1	0	9.807E-01	Hepatoma derived growth factor-like 1
OLFR502	1	0	9.877E-01	Olfactory receptor 502
LOC100048514	1	0	9.867E-01	
D930020E02RIK	1	0	9.877E-01	
NOX3	1	0	9.805E-01	NADPH oxidase 3
KRT20	1	0	9.866E-01	Keratin 20
HSD3B6	1	0	9.852E-01	Hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 6
GAST	1	0	9.960E-01	Gastrin
CSN1S2B	1	0	9.883E-01	
LOC665566	1	0	9.946E-01	
NOL3	1	0	9.886E-01	Nucleolar protein 3 (apoptosis repressor with CARD domain)
OLFR1061	1	0	9.924E-01	Olfactory receptor 1061
4921524J17RIK	1	0	9.844E-01	RIKEN cDNA 4921524J17 gene
SUV39H1	1	0	9.979E-01	Suppressor of variegation 3-9 homolog 1 (Drosophila)
OLFR672	1	0	9.924E-01	Olfactory receptor 672
TLL1	1	0	9.971E-01	Tolloid-like
PAQR8	1	0	9.801E-01	Transcribed locus
1110018M03RIK	1	0	9.881E-01	
PCDHB11	1	0	9.815E-01	Protocadherin beta 11
NEIL2	1	0	9.823E-01	Nei like 2 (E. coli)
SALL4	1	0	9.880E-01	Sal-like 4 (Drosophila)
ASGR2	1	0	9.869E-01	Asialoglycoprotein receptor 2
SYTL5	1	0	9.856E-01	Synaptotagmin-like 5
GNAT3	1	0	9.863E-01	Guanine nucleotide binding protein, alpha transducing 3
CEACAM11	1	0	9.942E-01	CEA-related cell adhesion molecule 11
CXCL2	1	0	9.873E-01	
PET2	1	0	9.815E-01	Plasmacytoma expressed transcript 2
OLFR50	1	0	9.861E-01	Olfactory receptor 50
TNFSF18	1	0	9.856E-01	Tumor necrosis factor (ligand) superfamily, member 18
IL1RAPL2	1	0	9.662E-01	Interleukin 1 receptor accessory protein-like 2
LIN52	1	0	9.903E-01	
2810410C14RIK	1	0	9.906E-01	
DNAJB3	1	0	9.807E-01	Transcribed locus
YAP1	1	0	9.967E-01	Transcribed locus
PARP3	1	0	9.918E-01	Poly (ADP-ribose) polymerase family, member 3
CBX3	1	0	9.856E-01	Chromobox homolog 3 (Drosophila HP1 gamma)
ZFP371	1	0	9.796E-01	
3110082I17RIK	1	0	9.967E-01	RIKEN cDNA 3110082I17 gene
ZFP786	1	0	9.875E-01	Zinc finger protein 786
PSPC1	1	0	9.971E-01	Transcribed locus
HTR7	1	0	9.825E-01	
ACTR2	1	0	9.799E-01	ARP2 actin-related protein 2 homolog (yeast)
RAB39B	1	0	9.949E-01	Transcribed locus
OLFR63	1	0	9.788E-01	Olfactory receptor 63
PHOX2B	1	0	9.797E-01	Paired-like homeobox 2b
CPEB4	1	0	9.856E-01	Cytoplasmic polyadenylation element binding protein 4
TXNDC8	1	0	9.794E-01	Thioredoxin domain containing 8
HIST3H2BB	1	0	9.821E-01	histone cluster 3, H2bb
MAGEL2	1	0	9.856E-01	
MS4A4D	1	0	9.786E-01	Transcribed locus
ENTPD7	1	0	9.902E-01	Ectonucleoside triphosphate diphosphohydrolase 7
ATP5K	1	0	9.813E-01	
CCR7	1	0	9.786E-01	Chemokine (C-C motif) receptor 7
GNPNAT1	1	0	9.816E-01	Glucosamine-phosphate N-acetyltransferase 1
WDR72	1	0	9.858E-01	WD repeat domain 72
MTAP7D2	1	0	9.856E-01	
FGD4	1	0	9.838E-01	Transcribed locus
V1RC25	1	0	9.902E-01	
COX7B2	1	0	9.796E-01	
DCLRE1A	1	0	9.744E-01	DNA cross-link repair 1A, PSO2 homolog (S. cerevisiae)
LOC434864	1	0	9.790E-01	
JMJD4	1	0	9.787E-01	Transcribed locus
DEAR1	1	0	9.825E-01	Dual endothelin 1/angiotensin II receptor 1 homolog (rat)
AFM	1	0	9.781E-01	
1700113O17RIK	1	0	9.856E-01	
CCNL2	1	0	9.783E-01	Transcribed locus
EG434760	1	0	9.864E-01	
BC023151	1	0	9.783E-01	
HOXD4	1	0	9.790E-01	Homeo box D3
SLC10A2	1	0	9.838E-01	Solute carrier family 10, member 2
HOXC8	1	0	9.844E-01	
ACOT5	1	0	9.856E-01	Acyl-CoA thioesterase 5
OLFR1231	1	0	9.819E-01	Olfactory receptor 1231
TMPRSS3	1	0	9.899E-01	Transmembrane protease, serine 3
TEDDM1	1	0	9.859E-01	
DNAJC9	1	0	9.772E-01	DnaJ (Hsp40) homolog, subfamily C, member 9
TLX1	1	0	9.796E-01	T-cell leukemia, homeobox 1
KRTAP5-5	1	0	9.856E-01	Keratin associated protein 5-5
OLFR1310	1	0	9.888E-01	Olfactory receptor 1310
SP8	1	0	9.806E-01	Transcribed locus
4732454E20RIK	1	0	9.748E-01	
MUC5AC	1	0	9.756E-01	Mucin 5, subtypes A and C, tracheobronchial/gastric
OLFR1018	1	0	9.856E-01	Olfactory receptor 1018
WNT5B	1	0	9.819E-01	Wingless-related MMTV integration site 5B
A030003K21RIK	1	0	9.834E-01	
MPHOSPH8	1	0	9.786E-01	M-phase phosphoprotein 8
KLF12	1	0	9.833E-01	Transcribed locus
5730442P18RIK	1	0	9.779E-01	
OLFR1510	1	0	9.830E-01	Olfactory receptor 1510
FGFBP1	1	0	9.764E-01	Fibroblast growth factor binding protein 1
MSH3	1	0	9.924E-01	
SNF1LK	1	0	9.771E-01	
RGS9BP	1	0	9.786E-01	Regulator of G-protein signalling 9 binding protein
2610301F02RIK	1	0	9.832E-01	
SFRS10	1	0	9.831E-01	
HOXB9	1	0	9.955E-01	Homeo box B9
MGAT5	1	0	9.821E-01	
NPHP3	1	0	9.863E-01	Transcribed locus
ATAD4	1	0	9.715E-01	
MEIS3	1	0	9.971E-01	Myeloid ecotropic viral integration site-related gene 2
SLC28A1	1	0	9.786E-01	Solute carrier family 28 (sodium-coupled nucleoside transporter), member 1
PPL	1	0	9.869E-01	Periplakin
OSGIN2	1	0	9.740E-01	Transcribed locus
EG434197	1	0	9.805E-01	
PDE9A	1	0	9.757E-01	Phosphodiesterase 9A
OLFR706	1	0	9.744E-01	Olfactory receptor 706
HRG	1	0	9.858E-01	Histidine-rich glycoprotein
PRR19	1	0	9.911E-01	Predicted gene, EG623131
PIK3R5	1	0	9.788E-01	Phosphoinositide-3-kinase, regulatory subunit 5, p101
GM1587	1	0	9.836E-01	Gene model 1587, (NCBI)
TLN2	1	0	9.781E-01	Talin 2
HMGB4	1	0	9.880E-01	
EG328280	1	0	9.821E-01	
OLFR663	1	0	9.796E-01	Olfactory receptor 663
KLHL5	1	0	9.807E-01	Kelch-like 5 (Drosophila)
4930404N11RIK	1	0	9.748E-01	
OLFR1247	1	0	9.716E-01	Olfactory receptor 1247
OLFR1490	1	0	9.757E-01	Olfactory receptor 1490
ING3	1	0	9.966E-01	Inhibitor of growth family, member 3
TAT	1	0	9.610E-01	Tyrosine aminotransferase
RAD51AP1	1	0	9.856E-01	RAD51 associated protein 1
FSCN3	1	0	9.790E-01	Fascin homolog 3, actin-bundling protein, testicular (Strongylocentrotus purpuratus)
CST9	1	0	9.633E-01	Transcribed locus
MLANA	1	0	9.786E-01	Melan-A
GIF	1	0	9.698E-01	Gastric intrinsic factor
CFLAR	1	0	9.706E-01	CASP8 and FADD-like apoptosis regulator
ACSM1	1	0	9.922E-01	Acyl-CoA synthetase medium-chain family member 1
GRIN2D	1	0	9.665E-01	Glutamate receptor, ionotropic, NMDA2D (epsilon 4)
GPD1L	1	0	9.779E-01	Glycerol-3-phosphate dehydrogenase 1-like
RPS6KA6	1	0	9.797E-01	Ribosomal protein S6 kinase polypeptide 6
3110032G18RIK	1	0	9.771E-01	
1100001G20RIK	1	0	9.744E-01	
ABCA1	1	0	9.763E-01	ATP-binding cassette, sub-family A (ABC1), member 1
E230008N13RIK	1	0	9.834E-01	
KIF15	1	0	9.777E-01	Kinesin family member 15
CCNF	1	0	9.856E-01	Transcribed locus
BAZ1B	1	0	9.815E-01	Bromodomain adjacent to zinc finger domain, 1B
LAMA4	1	0	9.714E-01	
OLFR1518	1	0	9.863E-01	
CYPT3	1	0	9.766E-01	Cysteine-rich perinuclear theca 3
OLFR1388	1	0	9.686E-01	Olfactory receptor 1388
PHC3	1	0	9.731E-01	
FNDC3A	1	0	9.646E-01	Fibronectin type III domain containing 3a
NALP10	1	0	9.867E-01	
UBE2U	1	0	9.757E-01	Ubiquitin-conjugating enzyme E2U (putative)
ST6GALNAC3	1	0	9.946E-01	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltran
GZMF	1	0	9.711E-01	Granzyme F
TNFRSF26	1	0	9.725E-01	Tumor necrosis factor receptor superfamily, member 26
GATA4	1	0	9.731E-01	GATA binding protein 4
OLFR641	1	0	9.740E-01	Olfactory receptor 641
CYB5R2	1	0	9.668E-01	Cytochrome b5 reductase 2
OLFR622	1	0	9.669E-01	Olfactory receptor 622
APTX	1	0	9.729E-01	Transcribed locus
OLFR1440	1	0	9.711E-01	
BC024561	1	0	9.688E-01	
ZFAND1	1	0	9.956E-01	
2310040M23RIK	1	0	9.763E-01	
TESSP3	1	0	9.796E-01	
Serpina3h	1	0	9.830E-01	
OLFR898	1	0	9.701E-01	Olfactory receptor 898
D19ERTD386E	1	0	9.829E-01	
PCDHGA3	1	0	9.716E-01	Protocadherin gamma subfamily A, 12
LOC100045002	1	0	9.779E-01	
6030498E09RIK	1	0	9.638E-01	RIKEN cDNA 6030498E09 gene
C6	1	0	9.734E-01	Complement component 6
TAF7	1	0	9.519E-01	TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor
OLFR799	1	0	9.505E-01	Olfactory receptor 799
TAS2R102	1	0	9.698E-01	Taste receptor, type 2, member 102
TM9SF1	1	0	9.634E-01	Transcribed locus
OLFR1264	1	0	9.928E-01	Olfactory receptor 1264
ARVCF	1	0	9.901E-01	Armadillo repeat gene deleted in velo-cardio-facial syndrome
SPRR2K	1	0	9.812E-01	Small proline-rich protein 2K
LOC100048332	1	0	9.731E-01	
SLC17A4	1	0	9.763E-01	
NBN	1	0	9.781E-01	
LY6I	1	0	9.786E-01	Lymphocyte antigen 6 complex, locus I
EG194588	1	0	9.924E-01	
3300002I08RIK	1	0	9.734E-01	
BHLHB8	1	0	9.805E-01	
C230097I24RIK	1	0	9.687E-01	
CHRNA7	1	0	9.744E-01	
OLFR129	1	0	9.484E-01	Olfactory receptor 129
SYNPO2	1	0	9.714E-01	
MRGPRA3	1	0	9.627E-01	MAS-related GPR, member A3
SPRYD4	1	0	9.856E-01	SPRY domain containing 4
C330027C09RIK	1	0	9.779E-01	RIKEN cDNA C330027C09 gene
CCDC11	1	0	9.714E-01	Coiled-coil domain containing 11
EG330403	1	0	9.606E-01	
UBASH3B	1	0	9.713E-01	RIKEN cDNA 2810457I06 gene
PRL7A1	1	0	9.763E-01	Transcribed locus, strongly similar to NP_032956.1 protein E [Mus musculus]
OLFR1282	1	0	9.470E-01	Olfactory receptor 1282
TMEM16F	1	0	9.713E-01	
CMA2	1	0	9.698E-01	Chymase 2, mast cell
GABRA5	1	0	9.701E-01	Gamma-aminobutyric acid (GABA-A) receptor, subunit alpha 5
CBY1	1	0	9.956E-01	
DLG1	1	0	9.658E-01	Discs, large homolog 1 (Drosophila)
CRYAA	1	0	9.623E-01	Crystallin, alpha A
CPB1	1	0	9.835E-01	Carboxypeptidase B1 (tissue)
KIF12	1	0	9.592E-01	
MUP5	1	0	9.630E-01	Major urinary protein 5
CD46	1	0	9.749E-01	
LOC100048807	1	0	9.711E-01	
OLFR1416	1	0	9.673E-01	Olfactory receptor 1416
B230218L05RIK	1	0	9.987E-01	
ADAMTS13	1	0	9.739E-01	A disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 13
PCDHB9	1	0	9.668E-01	Protocadherin beta 9
HTR6	1	0	9.686E-01	Hypothetical LOC665683
OLFR1278	1	0	9.783E-01	Olfactory receptor 1278
IL10	1	0	9.606E-01	Interleukin 10
BC011426	1	0	9.596E-01	
