Gene symbol	Fold Change	Log fold change	Adjusted p-value	Description
1110028A07RIK	0.999	-0.001	6.910E-01	
GLMN	0.999	-0.001	6.081E-01	Glomulin, FKBP associated protein
2310034C09RIK	0.999	-0.001	3.344E-01	
5830484A20RIK	0.999	-0.001	4.229E-01	
CYBB	0.999	-0.001	7.025E-01	Cytochrome b-245, beta polypeptide
OLFR1325	0.999	-0.001	6.361E-01	Olfactory receptor 1325
TFPI	0.999	-0.001	7.466E-01	Transcribed locus
NKX2-1	0.999	-0.001	3.803E-01	
ZPLD1	0.999	-0.001	4.251E-01	Zona pellucida like domain containing 1
SIAT7A	0.999	-0.001	1.958E-01	
CD209D	0.999	-0.001	5.323E-01	CD209d antigen
ZFP108	0.999	-0.001	4.056E-01	Zinc finger protein 93
Serpina3h	0.999	-0.001	6.399E-01	
OLFR167	0.999	-0.001	6.675E-01	Olfactory receptor 167
IFNA9	0.999	-0.001	7.612E-01	Interferon alpha 9
GLOD4	0.999	-0.001	3.723E-01	Transcribed locus
SLC25A13	0.999	-0.001	6.787E-01	Solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 13
ECG2	0.999	-0.001	4.087E-01	
OLFR415	0.999	-0.001	6.144E-01	
PGK2	0.999	-0.001	7.109E-01	Phosphoglycerate kinase 2
CHRNA6	0.999	-0.001	7.749E-01	Cholinergic receptor, nicotinic, alpha polypeptide 6
D230039L06RIK	0.999	-0.001	3.251E-01	
4921511H03RIK	0.999	-0.001	8.494E-01	
OLFR139	0.999	-0.001	8.202E-01	Olfactory receptor 139
4930542N07RIK	0.999	-0.001	3.984E-01	
2310005P05RIK	0.999	-0.001	8.153E-01	
RYA3	0.999	-0.001	5.361E-01	
OLFR978	0.999	-0.001	3.041E-01	Olfactory receptor 978
4930549C01RIK	0.999	-0.001	4.319E-01	RIKEN cDNA 4930549C01 gene
NUDT1	0.999	-0.001	6.560E-01	Nudix (nucleoside diphosphate linked moiety X)-type motif 1
CDKL4	0.999	-0.001	5.605E-01	Cyclin-dependent kinase-like 4
PCDH8	0.999	-0.001	3.646E-01	
LY6F	0.999	-0.001	7.626E-01	Lymphocyte antigen 6 complex, locus F
ZFAT	0.999	-0.001	5.557E-01	ZFAT zinc finger 1
PGGT1B	0.999	-0.001	6.357E-01	Protein geranylgeranyltransferase type I, beta subunit
KLHL25	0.999	-0.001	6.095E-01	Kelch-like 25 (Drosophila)
PTHR1	0.999	-0.001	8.746E-01	
1700055N04RIK	0.999	-0.001	6.981E-01	
OLFR976	0.999	-0.001	6.508E-01	Olfactory receptor 976
SLC39A8	0.999	-0.001	5.144E-01	Solute carrier family 39 (metal ion transporter), member 8
HGFAC	0.999	-0.001	4.364E-01	
BC023055	0.999	-0.001	9.284E-01	
RPL39L	0.999	-0.001	3.211E-01	
6430526N21RIK	0.999	-0.001	6.028E-01	
KRT9	0.999	-0.001	6.956E-01	Keratin 9
PTGER3	0.999	-0.001	5.127E-01	Prostaglandin E receptor 3 (subtype EP3)
PLXDC2	0.999	-0.001	7.555E-01	Plexin domain containing 2
LOC100048703	0.999	-0.001	2.113E-01	
MELK	0.999	-0.001	9.037E-01	
PTBP2	0.999	-0.001	5.431E-01	
9530053A07RIK	0.999	-0.001	4.518E-01	
OLFR73	0.999	-0.001	4.339E-01	Olfactory receptor 73
B3GNT7	0.999	-0.001	4.471E-01	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7
OLFR920	0.999	-0.001	3.849E-01	Olfactory receptor 920
TAAR8C	0.999	-0.001	3.155E-01	Trace amine-associated receptor 8C
SLFN4	0.999	-0.001	5.072E-01	Schlafen 4
V1RF2	0.999	-0.001	6.051E-01	
HARS	0.999	-0.001	8.385E-01	Histidyl-tRNA synthetase
PADI6	0.999	-0.001	4.308E-01	Peptidyl arginine deiminase, type VI
ABCA6	0.999	-0.001	5.234E-01	ATP-binding cassette, sub-family A (ABC1), member 6
FOLR2	0.999	-0.001	3.757E-01	Folate receptor 2 (fetal)
SLC26A3	0.999	-0.001	6.337E-01	Solute carrier family 26, member 3
GSTM4	0.999	-0.001	7.865E-01	Glutathione S-transferase, mu 4
KLRA7	0.999	-0.001	3.211E-01	Transcribed locus, moderately similar to XP_001473569.1 hypothetical protein [Mus musculus]
OLFR92	0.999	-0.001	2.636E-01	Olfactory receptor 92
SNRPB2	0.999	-0.001	6.458E-01	U2 small nuclear ribonucleoprotein B
NUDCD1	0.999	-0.001	6.212E-01	Transcribed locus
OLFR58	0.999	-0.001	5.365E-01	Olfactory receptor 58
SOX15	0.999	-0.001	5.240E-01	SRY-box containing gene 15
ZBTB37	0.999	-0.001	6.095E-01	Zinc finger and BTB domain containing 37
9430007A20RIK	0.999	-0.001	8.585E-01	RIKEN cDNA 9430007A20 gene
EHHADH	0.999	-0.001	8.160E-01	Enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase
V1RF3	0.999	-0.001	4.601E-01	
TAS2R134	0.999	-0.001	5.125E-01	Taste receptor, type 2, member 134
LENEP	0.999	-0.001	6.277E-01	Lens epithelial protein
TTRAP	0.999	-0.001	6.351E-01	
SERPINB10	0.999	-0.001	5.660E-01	
FBXO36	0.999	-0.001	8.948E-01	
HOXD9	0.999	-0.001	6.087E-01	Homeo box D9
GM694	0.999	-0.001	6.568E-01	
CD3D	0.999	-0.001	6.589E-01	CD3 antigen, delta polypeptide
MAGEB3	0.999	-0.001	7.869E-01	Melanoma antigen, family B, 2
LOC100048733	0.999	-0.001	5.660E-01	
SPEER3	0.999	-0.001	8.588E-01	Spermatogenesis associated glutamate (E)-rich protein 3
OLFR1105	0.999	-0.001	6.553E-01	Olfactory receptor 1105
9530003J23RIK	0.999	-0.001	4.882E-01	RIKEN cDNA 9530003J23 gene
OLFR1020	0.999	-0.001	6.061E-01	Olfactory receptor 1020
OLFR523	0.999	-0.001	4.499E-01	Olfactory receptor 523
OLFR821	0.999	-0.001	3.307E-01	Olfactory receptor 821
OLFR1357	0.999	-0.001	7.928E-01	Olfactory receptor 1357
OLFR516	0.999	-0.001	7.632E-01	Olfactory receptor 516
HAO1	0.999	-0.001	7.369E-01	Hydroxyacid oxidase 1, liver
FSHR	0.999	-0.001	7.246E-01	Follicle stimulating hormone receptor
GREM2	0.999	-0.001	7.315E-01	Gremlin 2 homolog, cysteine knot superfamily (Xenopus laevis)
KRT6B	0.999	-0.001	4.346E-01	Keratin 6B
2310033K02RIK	0.999	-0.001	5.477E-01	
FBXL20	0.999	-0.001	5.844E-01	F-box and leucine-rich repeat protein 20
TGM1	0.999	-0.001	4.686E-01	Transglutaminase 1, K polypeptide
TLR12	0.999	-0.001	5.871E-01	Toll-like receptor 12
D630005B22RIK	0.999	-0.001	3.936E-01	
DPF2	0.999	-0.001	6.372E-01	D4, zinc and double PHD fingers family 2
GPR6	0.999	-0.001	6.029E-01	G protein-coupled receptor 6
KCND3	0.999	-0.001	2.437E-01	Potassium voltage-gated channel, Shal-related family, member 3
DBH	0.999	-0.001	2.503E-01	Dopamine beta hydroxylase
OLFR1155	0.999	-0.001	5.117E-01	Olfactory receptor 1155
FXYD2	0.999	-0.001	5.076E-01	
1810023F06RIK	0.999	-0.001	4.576E-01	
KLHL20	0.999	-0.001	2.094E-01	
DSG4	0.999	-0.001	5.627E-01	
CEACAM11	0.999	-0.001	7.051E-01	CEA-related cell adhesion molecule 11
RBPJ	0.999	-0.001	8.002E-01	Recombination signal binding protein for immunoglobulin kappa J region
CTBS	0.999	-0.001	3.155E-01	
MBL2	0.999	-0.001	2.396E-01	Mannose binding lectin (C)
TMEM79	0.999	-0.001	8.323E-01	Transmembrane protein 79
LOC100040538	0.999	-0.001	7.782E-01	
3110048E14RIK	0.999	-0.001	7.108E-01	
ADAMTS3	0.999	-0.001	5.295E-01	ADAM metallopeptidase with thrombospondin type 1 motif, 3
OLFR190	0.999	-0.001	2.962E-01	Olfactory receptor 190
ANP32B	0.999	-0.001	6.678E-01	Transcribed locus
OLFR1206	0.999	-0.001	8.416E-01	Olfactory receptor 1206
TNFSF14	0.999	-0.001	6.042E-01	
HOXA2	0.999	-0.001	6.775E-01	Homeo box A2
ZKSCAN2	0.999	-0.001	4.651E-01	Zinc finger with KRAB and SCAN domains 2
ODF3	0.999	-0.001	3.456E-01	Outer dense fiber of sperm tails 3
Lrdd	0.999	-0.001	6.387E-01	
PTGS2	0.999	-0.001	5.797E-01	Prostaglandin-endoperoxide synthase 2
GADD45B	0.999	-0.001	9.120E-01	Growth arrest and DNA-damage-inducible 45 beta
PBLD	0.999	-0.001	8.250E-01	phenazine biosynthesis-like protein domain containing
PLUNC	0.999	-0.001	6.553E-01	
LIN37	0.999	-0.001	6.229E-01	Lin-37 homolog (C. elegans)
FBXL13	0.999	-0.001	7.753E-01	F-box and leucine-rich repeat protein 13
SNW1	0.999	-0.001	5.464E-01	
NARS2	0.999	-0.001	5.939E-01	Asparaginyl-tRNA synthetase 2 (mitochondrial)(putative)
OLFR1311	0.999	-0.001	8.133E-01	Olfactory receptor 1311
LOC633936	0.999	-0.001	7.228E-01	
DNM3OS	0.999	-0.001	1.652E-01	DNM3 opposite strand/antisense RNA
OLFR661	0.999	-0.001	5.068E-01	Olfactory receptor 661
BC049762	0.999	-0.001	7.857E-01	CDNA sequence BC049762
ABCA17	0.999	-0.001	4.386E-01	ATP-binding cassette, sub-family A (ABC1), member 17
OLFR1313	0.999	-0.001	4.243E-01	Olfactory receptor 1313
H1FNT	0.999	-0.001	6.826E-01	H1 histone family, member N, testis-specific
AK122525	0.999	-0.001	3.898E-01	
ZCCHC10	0.999	-0.001	6.045E-01	Transcribed locus
DAF2	0.999	-0.001	8.249E-01	Decay accelerating factor 2
HAND1	0.999	-0.001	2.018E-01	Heart and neural crest derivatives expressed transcript 1
TEP1	0.999	-0.001	5.120E-01	Telomerase associated protein 1
SMTNL2	0.999	-0.001	8.663E-01	Transcribed locus
CPB2	0.999	-0.001	7.324E-01	
TMEM202	0.999	-0.001	8.537E-01	
CRABP2	0.999	-0.001	4.655E-01	Cellular retinoic acid binding protein II
GM608	0.999	-0.001	8.289E-01	Transcribed locus, moderately similar to XP_001106577.1 similar to gene model 608, [Macaca mulatta]
MBD2	0.999	-0.001	3.306E-01	Transcribed locus
ATCAY	0.999	-0.001	8.341E-01	Ataxia, cerebellar, Cayman type homolog (human)
ENSMUSG00000033219	0.999	-0.001	4.647E-01	
OLFR1490	0.999	-0.001	3.093E-01	Olfactory receptor 1490
EYA2	0.999	-0.001	5.389E-01	Eyes absent 2 homolog (Drosophila)
KLHL30	0.999	-0.001	7.089E-01	Kelch-like 30 (Drosophila)
DNAJB13	0.999	-0.001	7.817E-01	DnaJ (Hsp40) related, subfamily B, member 13
OTTMUSG00000013918	0.999	-0.001	5.666E-01	
OLFR476	0.999	-0.001	8.741E-01	Olfactory receptor 476
LOC100043863	0.999	-0.001	4.608E-01	
OLFR586	0.999	-0.001	3.352E-01	Olfactory receptor 586
TTC15	0.999	-0.001	6.502E-01	
ANUBL1	0.999	-0.001	6.398E-01	
SFRP5	0.999	-0.001	6.044E-01	
SPO11	0.999	-0.001	6.209E-01	
OLFR801	0.999	-0.001	6.966E-01	Olfactory receptor 801
LOC100044122	0.999	-0.001	4.768E-01	
CLINT1	0.999	-0.001	2.481E-01	Clathrin interactor 1
SPINK2	0.999	-0.001	2.662E-01	Serine peptidase inhibitor, Kazal type 2
VGLL2	0.999	-0.001	5.389E-01	Vestigial like 2 homolog (Drosophila)
OLFR521	0.999	-0.001	5.463E-01	Olfactory receptor 521
SLC6A3	0.999	-0.001	7.667E-01	Solute carrier family 6 (neurotransmitter transporter, dopamine), member 3
PPWD1	0.999	-0.001	3.344E-01	Transcribed locus
CCDC88C	0.999	-0.001	4.647E-01	Coiled-coil domain containing 88C
LZIC	0.999	-0.001	5.740E-01	
RBM35A	0.999	-0.001	8.777E-01	
KLRA13	0.999	-0.001	4.313E-01	
DNAHC1	0.999	-0.001	8.553E-01	
OLFR968	0.999	-0.001	5.537E-01	Olfactory receptor 968
2610020H08RIK	0.999	-0.001	8.056E-01	
DUSP9	0.999	-0.001	2.781E-01	Dual specificity phosphatase 9
DYSF	0.999	-0.001	7.373E-01	Dysferlin
MIXL1	0.999	-0.001	9.029E-01	Mix1 homeobox-like 1 (Xenopus laevis)
RABGAP1L	0.999	-0.001	6.058E-01	RAB GTPase activating protein 1-like
CSN3	0.999	-0.001	5.750E-01	
PSAPL1	0.999	-0.001	3.751E-01	Prosaposin-like 1
SIX3	0.999	-0.001	9.675E-01	Sine oculis-related homeobox 3 homolog (Drosophila)
OLFR765	0.999	-0.001	6.340E-01	
TMEFF1	0.999	-0.001	5.214E-01	Transmembrane protein with EGF-like and two follistatin-like domains 1
OLFR478	0.999	-0.001	3.795E-01	Olfactory receptor 478
A930037G23RIK	0.999	-0.001	7.532E-01	
OLFR324	0.999	-0.001	4.532E-01	Olfactory receptor 324
SLC25A35	0.999	-0.001	4.286E-01	Solute carrier family 25, member 35
VPS37A	0.999	-0.001	4.931E-01	Vacuolar protein sorting 37A (yeast)
GSC	0.999	-0.001	3.011E-01	Goosecoid homeobox
9030224M15RIK	0.999	-0.001	3.356E-01	
B3GNT3	0.999	-0.001	5.249E-01	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3
4931409K22RIK	0.999	-0.001	4.440E-01	RIKEN cDNA 4931409K22 gene
ACOXL	0.999	-0.001	2.519E-01	Acyl-Coenzyme A oxidase-like
DEFCR20	0.999	-0.001	7.418E-01	
CPA5	0.999	-0.001	6.232E-01	Carboxypeptidase A5
CD24A	0.999	-0.001	5.298E-01	CD24a antigen
FZD8	0.999	-0.001	4.320E-01	
HCRT	0.999	-0.001	3.057E-01	Hypocretin
LOC100047173	0.999	-0.001	8.810E-01	
2900009I07RIK	0.999	-0.001	4.385E-01	
OLFR814	0.999	-0.001	4.405E-01	Olfactory receptor 814
ATPBD4	0.999	-0.001	4.408E-01	
SLAMF1	0.999	-0.001	3.218E-01	Signaling lymphocytic activation molecule family member 1
HSD17B2	0.999	-0.001	6.361E-01	Hydroxysteroid (17-beta) dehydrogenase 2
V1RC17	0.999	-0.001	6.973E-01	
ACAN	0.999	-0.001	2.250E-01	Aggrecan
GHDC	0.999	-0.001	5.801E-01	GH3 domain containing
TFPI2	0.999	-0.001	7.135E-01	Tissue factor pathway inhibitor 2
BC060267	0.999	-0.001	9.624E-01	
OLFR800	0.999	-0.001	2.503E-01	Olfactory receptor 800
ZWILCH	0.999	-0.001	4.029E-01	Zwilch, kinetochore associated, homolog (Drosophila)
CTS3	0.999	-0.001	2.607E-01	Cathepsin 3
XRCC6BP1	0.999	-0.001	3.737E-01	
OLFR525	0.999	-0.001	3.362E-01	Olfactory receptor 525
APTX	0.999	-0.001	3.088E-01	Transcribed locus
CHCHD5	0.999	-0.001	9.252E-01	Coiled-coil-helix-coiled-coil-helix domain containing 5
9930022N03RIK	0.999	-0.001	1.683E-01	
OLFR1518	0.999	-0.001	6.399E-01	
DYRK4	0.999	-0.001	4.377E-01	Dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 4
RHOX4D	0.999	-0.001	9.316E-01	Reproductive homeobox 4D
PDZD3	0.999	-0.001	5.649E-01	PDZ domain containing 3
2510002A14RIK	0.999	-0.001	7.034E-01	
UBFD1	0.999	-0.001	8.063E-01	Ubiquitin family domain containing 1
XKR9	0.999	-0.001	2.614E-01	X Kell blood group precursor related family member 9 homolog
OLFR552	0.999	-0.001	4.004E-01	Olfactory receptor 552
HMX1	0.999	-0.001	4.706E-01	H6 homeo box 1
SALL4	0.999	-0.001	3.957E-01	Sal-like 4 (Drosophila)
OLFR120	0.999	-0.001	8.653E-01	Olfactory receptor 120
LOC628053	0.999	-0.001	2.427E-01	
MUT	0.999	-0.001	5.551E-01	Methylmalonyl-Coenzyme A mutase
PKDREJ	0.999	-0.001	3.942E-01	Polycystic kidney disease (polycystin) and REJ (sperm receptor for egg jelly, sea urchin homolog)-li
SYTL3	0.999	-0.001	5.674E-01	
CLEC4G	0.999	-0.001	7.844E-01	C-type lectin domain family 4, member g
OLFR282	0.999	-0.001	3.275E-01	Olfactory receptor 282
6720457D02RIK	0.999	-0.001	3.291E-01	
SULT2B1	0.999	-0.001	6.920E-01	Sulfotransferase family, cytosolic, 2B, member 1
LOC100044766	0.999	-0.001	7.093E-01	
DFFA	0.999	-0.001	8.549E-01	DNA fragmentation factor, alpha subunit
CREBBP	0.999	-0.001	3.811E-01	CREB binding protein
DEPDC7	0.999	-0.001	2.481E-01	DEP domain containing 7
A130010J15RIK	0.999	-0.001	7.075E-01	RIKEN cDNA A130010J15 gene
TGFBRAP1	0.999	-0.001	9.936E-01	Transforming growth factor, beta receptor associated protein 1
1700112C13RIK	0.999	-0.001	3.727E-01	
Gm216	0.999	-0.001	5.557E-01	
ADAMTS12	0.999	-0.001	5.254E-01	A disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 12
CTLA4	0.999	-0.001	2.588E-01	Cytotoxic T-lymphocyte-associated protein 4
LYZL6	0.999	-0.001	8.703E-01	Lysozyme-like 6
GEMIN6	0.999	-0.001	8.887E-01	Gem (nuclear organelle) associated protein 6
CD1D2	0.999	-0.001	5.240E-01	CD1d2 antigen
CBX6	0.999	-0.001	6.578E-01	Chromobox homolog 6
PCOLCE	0.999	-0.001	9.347E-01	
LOC100048436	0.999	-0.001	4.982E-01	
EG622139	0.999	-0.001	2.386E-01	
OLFR1002	0.999	-0.001	7.882E-01	Olfactory receptor 1002
LEP	0.999	-0.001	8.613E-01	Leptin
SPEER4D	0.999	-0.001	8.703E-01	Spermatogenesis associated glutamate (E)-rich protein 4d
2310031L18RIK	0.999	-0.001	2.988E-01	
TMEM14A	0.999	-0.001	3.089E-01	Transcribed locus
SLC22A18	0.999	-0.001	7.707E-01	Solute carrier family 22 (organic cation transporter), member 18
IFNA4	0.999	-0.001	3.228E-01	Interferon alpha 4
JUB	0.999	-0.001	2.153E-01	
BC048671	0.999	-0.001	3.751E-01	CDNA sequence BC048671
HIVEP1	0.999	-0.001	6.883E-01	Human immunodeficiency virus type I enhancer binding protein 1
SCTR	0.999	-0.001	7.373E-01	Secretin receptor
BBS12	0.999	-0.001	5.443E-01	Bardet-Biedl syndrome 12 (human)
OLFR59	0.999	-0.001	5.414E-01	Olfactory receptor 59
3110001I22RIK	0.999	-0.001	5.424E-01	
DSE	0.999	-0.001	4.251E-01	Dermatan sulfate epimerase
OLFR919	0.999	-0.001	6.209E-01	Olfactory receptor 919
CYP2A12	0.999	-0.001	8.307E-01	Cytochrome P450, family 2, subfamily a, polypeptide 12
D6MM5E	0.999	-0.001	4.731E-01	
ADAM3	0.999	-0.001	3.837E-01	A disintegrin and metallopeptidase domain 3 (cyritestin)
TPH2	0.999	-0.001	6.264E-01	Tryptophan hydroxylase 2
OLFR348	0.999	-0.001	8.300E-01	Olfactory receptor 348
V1RC16	0.999	-0.001	7.789E-01	
OLFR1252	0.999	-0.001	3.560E-01	
MRGPRB4	0.999	-0.001	7.909E-01	MAS-related GPR, member B4
AOX4	0.999	-0.001	2.169E-01	Aldehyde oxidase 4
OLFR974	0.999	-0.001	8.092E-01	Olfactory receptor 974
AMOT	0.999	-0.001	5.078E-01	Angiomotin
CYP2C29	0.999	-0.001	7.212E-01	Cytochrome P450, family 2, subfamily c, polypeptide 29
E530011F12RIK	0.999	-0.001	8.432E-01	
A030001H23RIK	0.999	-0.001	4.556E-01	
ZRSR1	0.999	-0.001	6.920E-01	Transcribed locus
DACH2	0.999	-0.001	2.295E-01	Dachshund 2 (Drosophila)
H2-M1	0.999	-0.001	4.900E-01	Histocompatibility 2, M region locus 1
OLFR1258	0.999	-0.001	2.187E-01	Olfactory receptor 1258
C330016O10RIK	0.999	-0.001	6.416E-01	
OLFR507	0.999	-0.001	5.532E-01	Olfactory receptor 507
CCL2	0.999	-0.001	5.686E-01	Transcribed locus
SLC5A5	0.999	-0.001	3.486E-01	Solute carrier family 5 (sodium iodide symporter), member 5
KYNU	0.999	-0.001	4.601E-01	
LOC100048295	0.999	-0.001	4.675E-01	
L3MBTL	0.999	-0.001	5.930E-01	
AI931714	0.999	-0.001	9.303E-01	
NINJ1	0.999	-0.001	3.672E-01	Ninjurin 1
V1RC22	0.999	-0.001	6.700E-01	
ETV6	0.999	-0.001	5.532E-01	Ets variant gene 6 (TEL oncogene)
OLFR1427	0.999	-0.001	2.132E-01	Olfactory receptor 1427
CHRND	0.999	-0.001	4.284E-01	Cholinergic receptor, nicotinic, delta polypeptide
ODF4	0.999	-0.001	7.160E-01	
DOK7	0.999	-0.001	6.277E-01	Docking protein 7
OLFR361	0.999	-0.001	2.678E-01	Olfactory receptor 361
APOL9B	0.999	-0.001	5.572E-01	
PGLYRP4	0.999	-0.001	7.892E-01	Peptidoglycan recognition protein 4
MGAT2	0.999	-0.001	2.861E-01	Mannoside acetylglucosaminyltransferase 2
SH2D1B1	0.999	-0.001	2.685E-01	SH2 domain protein 1B1
MAD2L1	0.999	-0.001	8.031E-01	MAD2 (mitotic arrest deficient, homolog)-like 1 (yeast)
ZBTB8OS	0.999	-0.001	8.098E-01	Zinc finger and BTB domain containing 8 opposite strand
SLC7A13	0.999	-0.001	1.854E-01	Solute carrier family 7, (cationic amino acid transporter, y+ system) member 13
OLFR1463	0.999	-0.001	2.736E-01	Olfactory receptor 1463
PTPN14	0.999	-0.001	2.937E-01	Transcribed locus
VPS8	0.999	-0.001	5.264E-01	Vacuolar protein sorting 8 homolog (S. cerevisiae)
KLRA10	0.999	-0.001	4.151E-01	Killer cell lectin-like receptor subfamily A, member 10
OLFR933	0.999	-0.001	4.425E-01	Olfactory receptor 933
OLFR653	0.999	-0.001	3.936E-01	Olfactory receptor 653
CIDEC	0.999	-0.001	4.686E-01	Cell death-inducing DFFA-like effector c
RPA2	0.999	-0.001	7.410E-01	Replication protein A2
AW209491	0.999	-0.001	1.943E-01	Expressed sequence AW209491
TSX	0.999	-0.001	2.874E-01	Testis specific X-linked gene
OLFR794	0.999	-0.001	1.903E-01	Olfactory receptor 794
SLC16A14	0.999	-0.001	4.721E-01	Solute carrier family 16 (monocarboxylic acid transporters), member 14
4932430I15RIK	0.999	-0.001	3.757E-01	
SLC25A41	0.999	-0.001	4.875E-01	Solute carrier family 25, member 41
FBLN5	0.999	-0.001	4.839E-01	Fibulin 5
TMEM154	0.999	-0.001	4.960E-01	Transmembrane protein 154
RTP2	0.999	-0.001	3.739E-01	Receptor transporter protein 2
MYCS	0.999	-0.001	4.522E-01	Myc-like oncogene, s-myc protein
MS4A6B	0.999	-0.001	2.606E-01	
CYP11A1	0.999	-0.001	5.695E-01	
DDX42	0.999	-0.001	5.921E-01	Transcribed locus
KIFC3	0.999	-0.001	6.840E-01	
LAD1	0.999	-0.001	2.937E-01	Ladinin
OLFR1055	0.999	-0.001	2.107E-01	Olfactory receptor 1055
OLFR893	0.999	-0.001	4.293E-01	Olfactory receptor 893
CUEDC1	0.999	-0.001	4.017E-01	CUE domain containing 1
AGBL2	0.999	-0.001	6.444E-01	ATP/GTP binding protein-like 2
PYGO1	0.999	-0.001	7.881E-01	Pygopus 1
MUPCDH	0.999	-0.001	2.422E-01	
CGA	0.999	-0.001	2.755E-01	
TMEM71	0.999	-0.001	3.540E-01	Transmembrane protein 71
V1RH1	0.999	-0.001	8.104E-01	
PLA1A	0.999	-0.001	6.533E-01	Phospholipase A1 member A
MMP11	0.999	-0.001	5.312E-01	Matrix metallopeptidase 11
4930430E16RIK	0.999	-0.001	5.251E-01	
DLX4	0.999	-0.001	3.820E-01	Distal-less homeobox 4
OLFR370	0.999	-0.001	5.720E-01	Olfactory receptor 370
SIM1	0.999	-0.001	5.141E-01	Single-minded homolog 1 (Drosophila)
TK1	0.999	-0.001	7.610E-01	Predicted gene, EG619653
RHBDF2	0.999	-0.001	3.684E-01	Rhomboid 5 homolog 2 (Drosophila)
SYNPO2	0.999	-0.001	2.946E-01	
LTBP1	0.999	-0.001	4.756E-01	Latent transforming growth factor beta binding protein 1
EFEMP1	0.999	-0.001	9.029E-01	Epidermal growth factor-containing fibulin-like extracellular matrix protein 1
RUNX2	0.999	-0.001	9.322E-01	Runt related transcription factor 2
OLFR1428	0.999	-0.001	2.685E-01	Olfactory receptor 1428
TMEM174	0.999	-0.001	7.788E-01	Transmembrane protein 174
SLC30A4	0.999	-0.001	8.907E-01	Solute carrier family 30 (zinc transporter), member 4
VMN2R1	0.999	-0.001	7.150E-01	Vomeronasal 2, receptor 1
MLKL	0.999	-0.001	5.904E-01	
GZMG	0.999	-0.001	8.775E-01	Granzyme G
IMAP38	0.999	-0.001	4.499E-01	
1700128F08Rik	0.999	-0.001	3.878E-01	
A430060F13RIK	0.999	-0.001	3.071E-01	
EG545047	0.999	-0.001	8.044E-01	
EPM2A	0.999	-0.001	3.907E-01	
PCTP	0.999	-0.001	1.731E-01	Phosphatidylcholine transfer protein
OTOP3	0.999	-0.001	4.155E-01	Otopetrin 3
SPRR2B	0.999	-0.001	7.684E-01	Small proline-rich protein 2B
DHH	0.999	-0.001	9.123E-01	Desert hedgehog
OLFR293	0.999	-0.001	5.607E-01	Olfactory receptor 293
CCR9	0.999	-0.001	5.235E-01	Chemokine (C-C motif) receptor 9
TMEM27	0.999	-0.001	6.245E-01	Transmembrane protein 27
1700001E04RIK	0.999	-0.001	4.903E-01	
PAFAH2	0.999	-0.001	6.855E-01	Platelet-activating factor acetylhydrolase 2
RBM24	0.999	-0.001	5.537E-01	RNA binding motif protein 24
F11	0.999	-0.001	6.053E-01	Coagulation factor XI
ZBTB3	0.999	-0.001	3.486E-01	Transcribed locus, weakly similar to XP_001103976.1 similar to zinc finger protein 238 isoform 1 [M
OLFR715	0.999	-0.001	6.910E-01	Olfactory receptor 715
DOCK1	0.999	-0.001	8.003E-01	Dedicator of cyto-kinesis 1
2010110P09RIK	0.999	-0.001	3.202E-01	
DUSP2	0.999	-0.001	4.248E-01	Dual specificity phosphatase 2
TMEM16A	0.999	-0.001	2.291E-01	
LOC435565	0.999	-0.001	2.776E-01	
H2-T10	0.999	-0.001	7.387E-01	
DIMT1	0.999	-0.001	7.163E-01	Transcribed locus, strongly similar to XP_001085304.1 dimethyladenosine transferase [Macaca mulatta
3830403N18RIK	0.999	-0.001	1.468E-01	RIKEN cDNA 3830403N18 gene
LOC100041463	0.999	-0.001	5.139E-01	
AMBP	0.999	-0.001	3.084E-01	
KREMEN2	0.999	-0.001	6.566E-01	Kringle containing transmembrane protein 2
OGG1	0.999	-0.001	3.397E-01	
LPO	0.999	-0.001	6.471E-01	Lactoperoxidase
PLA2G10	0.999	-0.001	2.629E-01	Phospholipase A2, group X
CD2	0.999	-0.001	4.828E-01	CD2 antigen
OLFR773	0.999	-0.001	7.836E-01	Olfactory receptor 773, pseudogene 1
KNTC1	0.999	-0.001	7.304E-01	Kinetochore associated 1
A730027B03RIK	0.999	-0.001	5.488E-01	
C130073D16RIK	0.999	-0.001	7.387E-01	
TNFRSF13B	0.999	-0.001	5.991E-01	Tumor necrosis factor receptor superfamily, member 13b
CSF2	0.999	-0.001	6.232E-01	Colony stimulating factor 2 (granulocyte-macrophage)
4930535E21RIK	0.999	-0.001	3.763E-01	
XYLT1	0.999	-0.001	5.605E-01	Xylosyltransferase 1
OLFR110	0.999	-0.001	5.063E-01	Olfactory receptor 110
NHEJ1	0.999	-0.001	6.489E-01	
UBE2U	0.999	-0.001	2.801E-01	Ubiquitin-conjugating enzyme E2U (putative)
OLFR643	0.999	-0.001	4.029E-01	Olfactory receptor 643
MYOM2	0.999	-0.001	7.090E-01	Myomesin 2
BST1	0.999	-0.001	6.920E-01	Bone marrow stromal cell antigen 1
